report_id,COUNTRY_CODE,RATE,YEAR,GENDER,AGE,exp_percentage
247,ECU,93.31687164,2010,male,adult,12.996560096740723
248,ECU,93.05252075,2011,male,adult,11.976110458374023
249,ECU,93.25424194,2012,male,adult,11.534150123596191
250,ECU,94.42572784,2013,male,adult,11.442540168762207
251,ECU,95.25717163,2014,male,adult,12.068309783935547
252,ECU,95.72621918,2015,male,adult,12.597649574279785
255,ECU,94.81250763,2020,male,adult,11.467550277709961
259,EGY,77.91013336,2005,male,adult,15.043609619140625
260,EGY,74.62180328,2006,male,adult,11.018589973449707
266,SLV,86.69534302,2006,male,adult,14.919190406799316
267,SLV,84.86406708,2007,male,adult,15.81505012512207
268,SLV,87.05467987,2008,male,adult,18.162519454956055
269,SLV,86.82521057,2009,male,adult,17.950260162353516
270,SLV,87.09970093,2010,male,adult,15.81840991973877
271,SLV,88.39164734,2011,male,adult,15.423680305480957
272,SLV,89.23500824,2013,male,adult,13.392889976501465
273,SLV,90.0099411,2015,male,adult,14.465760231018066
274,SLV,90.29927063,2016,male,adult,13.974349975585938
275,SLV,90.63137817,2017,male,adult,13.464520454406738
276,SLV,91.1023407,2018,male,adult,13.291500091552734
277,SLV,91.30619812,2019,male,adult,12.518819808959961
280,ERI,65.39012146,2002,male,adult,5.633379936218262
284,EST,99.77594757,2000,male,adult,14.678500175476074
285,EST,99.85897827,2011,male,adult,13.406200408935547
288,SWZ,83.15461731,2000,male,adult,18.745080947875977
289,SWZ,83.90014648,2010,male,adult,18.283029556274414
294,ETH,49.13465881,2007,male,adult,24.69944953918457
295,ETH,59.24145889,2017,male,adult,26.509920120239258
297,GAB,84.87329865,2012,male,adult,12.582269668579102
298,GAB,85.85234833,2018,male,adult,14.695079803466797
299,GMB,48.98115158,2000,male,adult,11.921799659729004
300,GMB,51.41804123,2013,male,adult,10.2887601852417
301,GMB,61.76725006,2015,male,adult,11.032930374145508
302,GEO,99.76898193,2002,male,adult,13.603509902954102
304,GEO,99.43752289,2017,male,adult,12.953359603881836
307,GHA,78.34890747,2010,male,adult,20.69614028930664
308,GHA,83.52458191,2018,male,adult,18.598169326782227
309,GRC,96.063797,1981,male,adult,8.381790161132812
310,GRC,96.03746033,1991,male,adult,6.292029857635498
311,GRC,97.81121826,2001,male,adult,7.3165202140808105
312,GRC,95.45005798,2005,male,adult,8.700209617614746
316,GRC,98.50704956,2018,male,adult,7.425509929656982
326,GTM,84.84873199,2012,male,adult,21.105140686035156
327,GTM,82.72068024,2013,male,adult,20.637950897216797
328,GTM,86.75615692,2014,male,adult,21.95939064025879
329,GTM,85.34117889,2018,male,adult,23.749540328979492
331,GIN,42.9031601,2003,male,adult,11.624750137329102
332,GIN,36.78979111,2010,male,adult,12.43832015991211
333,GIN,43.64009094,2014,male,adult,11.989509582519531
334,GIN,54.43117142,2018,male,adult,14.87012004852295
337,GNB,62.15797043,2014,male,adult,13
338,GUY,82.43656158,2009,male,adult,10.23917007446289
339,GUY,86.31437683,2014,male,adult,18.735689163208008
343,HTI,65.27764893,2016,male,adult,13.107210159301758
349,HND,85.66837311,2013,male,adult,19.864070892333984
350,HND,87.39595032,2014,male,adult,25.65361976623535
351,HND,87.92208099,2015,male,adult,24.644559860229492
352,HND,89.04894257,2016,male,adult,18.009410858154297
353,HND,87.13764191,2018,male,adult,23.155109405517578
354,HND,88.24963379,2019,male,adult,20.117740631103516
356,HUN,99.16000366,2014,male,adult,9.195320129394531
360,IND,75.19190216,2006,male,adult,11.693710327148438
361,IND,78.87722778,2011,male,adult,13.564909934997559
365,IDN,94.03507996,2004,male,adult,14.170299530029297
367,IDN,95.38318634,2008,male,adult,13.674750328063965
368,IDN,95.6470108,2009,male,adult,19.308439254760742
369,IDN,95.59108734,2011,male,adult,18.00613021850586
370,IDN,96.791008,2014,male,adult,17.671520233154297
371,IDN,97.10652161,2015,male,adult,20.503299713134766
372,IDN,97.17443848,2016,male,adult,21.078779220581055
373,IDN,97.33133698,2018,male,adult,20
374,IDN,97.4493103,2020,male,adult,17.2580509185791
377,IRN,74.27448273,1991,male,adult,18.346969604492188
378,IRN,79.87161255,1996,male,adult,13.566920280456543
379,IRN,83.5,2002,male,adult,26.50642967224121
380,IRN,88.01032257,2005,male,adult,21.899690628051758
381,IRN,87.27218628,2006,male,adult,19.45677947998047
382,IRN,88.17703247,2008,male,adult,22.38460922241211
383,IRN,88.87982178,2012,male,adult,17.395790100097656
384,IRN,89.54248047,2013,male,adult,21.673500061035156
385,IRN,89.63542175,2014,male,adult,19.66486930847168
386,IRN,90.35240936,2016,male,adult,19.445430755615234
395,ITA,98.82369232,2001,male,adult,9.822859764099121
396,ITA,99.14100647,2011,male,adult,8.369560241699219
397,ITA,99.35344696,2018,male,adult,8.795740127563477
399,JAM,83.44000244,2014,male,adult,21.797489166259766
404,JOR,95.76724243,2010,male,adult,8.100000381469727
405,JOR,97.74835968,2011,male,adult,8.199999809265137
406,JOR,98.44455719,2012,male,adult,9
407,JOR,98.61421204,2018,male,adult,9.82532024383545
410,KAZ,99.78624725,2009,male,adult,13.040900230407715
412,KAZ,99.8296814,2018,male,adult,13.880180358886719
413,KEN,87.49465942,2000,male,adult,23.397010803222656
415,KEN,83.7780304,2014,male,adult,17.081029891967773
416,KEN,84.98883057,2018,male,adult,19.03519058227539
421,KWT,94.44603729,2005,male,adult,13.854109764099121
422,KWT,94.52522278,2006,male,adult,13.370010375976562
428,KWT,96.39225006,2015,male,adult,9.514309883117676
429,KWT,96.69714355,2017,male,adult,11.137809753417969
430,KWT,96.66645813,2018,male,adult,11.75430965423584
431,KWT,97.05384827,2020,male,adult,11.912670135498047
432,KGZ,99.30670929,1999,male,adult,11.387319564819336
433,KGZ,99.5187912,2009,male,adult,19.15300941467285
434,KGZ,99.67700958,2018,male,adult,16.795900344848633
436,LAO,81.36018372,2000,male,adult,7.295569896697998
437,LAO,77.00605774,2001,male,adult,9.94657039642334
438,LAO,82.45175171,2005,male,adult,14.127790451049805
439,LAO,67.35858154,2011,male,adult,8.2595796585083
442,LVA,99.79334259,2000,male,adult,14.601479530334473
443,LVA,99.88110352,2011,male,adult,12.715310096740723
444,LVA,99.86837006,2018,male,adult,11.147509574890137
445,LBN,93.37893677,2007,male,adult,7.341040134429932
446,LBN,94.27194977,2009,male,adult,5.502999782562256
447,LBN,96.85466003,2018,male,adult,8.047450065612793
448,LSO,79.99578094,2000,male,adult,19.200380325317383
450,LSO,67.74746704,2014,male,adult,18.09709930419922
453,LBR,62.69655991,2017,male,adult,8.341939926147461
458,LTU,99.64315033,2001,male,adult,16.67028045654297
459,LTU,99.79418945,2011,male,adult,12.336350440979004
461,MAC,95.27620697,2001,male,adult,11.09216022491455
462,MAC,96.46999359,2006,male,adult,11.183930397033691
463,MAC,97.75128937,2011,male,adult,14.633110046386719
464,MAC,98.18592072,2016,male,adult,13.834839820861816
465,MDG,76.53832245,2000,male,adult,15.890509605407715
466,MDG,63.34706879,2005,male,adult,18.033039093017578
467,MDG,67.41731262,2009,male,adult,22.585830688476562
468,MDG,75.02886963,2012,male,adult,20.3257999420166
469,MDG,78.37828064,2018,male,adult,19.81804084777832
472,MWI,72.09764862,2010,male,adult,12.459980010986328
473,MWI,75.97926331,2014,male,adult,16.59646987915039
474,MWI,69.75396729,2015,male,adult,21.79789924621582
477,MYS,91.96923828,2000,male,adult,21.39068031311035
478,MYS,95.43374634,2010,male,adult,18.406230926513672
479,MYS,96.29699707,2016,male,adult,20.935720443725586
480,MYS,96.49912262,2017,male,adult,21.315820693969727
481,MYS,96.12304688,2018,male,adult,19.643259048461914
482,MYS,96.21800232,2019,male,adult,17.68560028076172
487,MDV,98.36569214,2006,male,adult,13.347579956054688
488,MDV,98.52033997,2014,male,adult,9.210169792175293
489,MDV,97.29892731,2016,male,adult,10.15742015838623
492,MLI,32.70000076,2003,male,adult,18.28376007080078
494,MLI,43.40063095,2010,male,adult,16.503910064697266
495,MLI,43.52046967,2011,male,adult,18.25834083557129
496,MLI,45.06592178,2015,male,adult,18.15549087524414
497,MLI,46.18413925,2018,male,adult,15.888420104980469
498,MLI,40.43405151,2020,male,adult,14.466119766235352
502,MLT,91.79264832,2011,male,adult,18.904800415039062
507,MRT,67.95720673,2013,male,adult,11.40542984008789
509,MUS,85.14575195,1990,male,adult,11.194950103759766
510,MUS,88.2278595,2000,male,adult,17.541900634765625
511,MUS,91.95172119,2011,male,adult,13.846170425415039
512,MUS,94.65241241,2012,male,adult,14.960619926452637
513,MUS,94.03688812,2013,male,adult,14.789010047912598
514,MUS,94.76538086,2014,male,adult,20.905179977416992
515,MUS,94.86116791,2015,male,adult,19.457090377807617
516,MUS,95.43585968,2016,male,adult,19.962499618530273
517,MUS,93.35735321,2018,male,adult,19.274330139160156
520,MEX,92.55937195,2000,male,adult,19.646129608154297
521,MEX,91.99780273,2002,male,adult,21.46491050720215
522,MEX,92.44960785,2004,male,adult,22.053829193115234
523,MEX,93.1904068,2005,male,adult,21.903789520263672
524,MEX,93.90119934,2006,male,adult,20.82431983947754
525,MEX,94.44151306,2007,male,adult,19.889070510864258
526,MEX,94.59216309,2008,male,adult,17.380159378051758
527,MEX,94.91657257,2009,male,adult,18.665119171142578
528,MEX,94.38394165,2010,male,adult,18.642589569091797
529,MEX,94.78276825,2011,male,adult,18.4210205078125
530,MEX,95.39163208,2012,male,adult,18.087190628051758
531,MEX,95.11210632,2013,male,adult,16.905990600585938
532,MEX,95.62046814,2014,male,adult,18.805940628051758
533,MEX,95.54933167,2015,male,adult,19.018749237060547
534,MEX,95.84481812,2016,male,adult,17.939329147338867
535,MEX,95.87236786,2017,male,adult,17.577299118041992
536,MEX,96.23290253,2018,male,adult,16.577850341796875
539,MDA,97.97762299,2000,male,adult,12.923930168151855
540,MDA,99.60201263,2014,male,adult,18.765100479125977
541,MNG,98.01677704,2000,male,adult,16.074769973754883
542,MNG,98.17469788,2010,male,adult,14.711139678955078
543,MNG,98.18601227,2018,male,adult,20.48335075378418
544,MNG,99.12138367,2020,male,adult,16.423830032348633
553,MAR,68.36585999,2008,male,adult,17.470640182495117
554,MAR,68.9176178,2009,male,adult,17.295289993286133
558,MAR,83.30135345,2018,male,adult,5.356780052185059
563,MOZ,70.75839233,2015,male,adult,19.852340698242188
564,MOZ,72.59944916,2017,male,adult,18.365190505981445
567,MMR,80.01158905,2016,male,adult,9.683899879455566
568,MMR,92.39292908,2019,male,adult,10.564129829406738
570,NAM,86.55522919,2001,male,adult,22.77570915222168
572,NAM,88.63123322,2011,male,adult,23.95210075378418
573,NAM,91.62741852,2018,male,adult,23.32430076599121
576,NPL,62.70801163,2001,male,adult,21.656200408935547
577,NPL,71.70838165,2011,male,adult,17.983840942382812
578,NPL,78.59133911,2018,male,adult,14.101869583129883
585,NIC,82.43855286,2015,male,adult,22.282909393310547
586,NER,19.64006042,2001,male,adult,16.650310516357422
588,NER,39.05868912,2012,male,adult,19.192020416259766
589,NER,43.59405899,2018,male,adult,16.339969635009766
594,NGA,71.25570679,2018,male,adult,7.034130096435547
600,OMN,86.86234283,2003,male,adult,10.038960456848145
606,OMN,97.02387238,2017,male,adult,13.550089836120605
607,OMN,96.98941803,2018,male,adult,12.69789981842041
610,PAK,64.06047821,2005,male,adult,13.777509689331055
611,PAK,67.65184021,2006,male,adult,15.28909969329834
612,PAK,65.00493622,2007,male,adult,15.445520401000977
613,PAK,68.8660965,2008,male,adult,14.096960067749023
614,PAK,68.62761688,2009,male,adult,12.082630157470703
615,PAK,68.90061188,2010,male,adult,11.864660263061523
616,PAK,66.99114227,2011,male,adult,10.924610137939453
617,PAK,69.85822296,2012,male,adult,11.040630340576172
618,PAK,68.62934113,2013,male,adult,11.5139799118042
619,PAK,69.06681061,2014,male,adult,11.300660133361816
620,PAK,71.11599731,2017,male,adult,14.544779777526855
622,PAK,69.28746033,2019,male,adult,11.591679573059082
632,PSE,97.52520752,2010,male,adult,17.80521011352539
633,PSE,97.74404907,2011,male,adult,16.00078010559082
634,PSE,98.06757355,2012,male,adult,15.367819786071777
635,PSE,98.26705933,2013,male,adult,17.05088996887207
637,PSE,98.37687683,2015,male,adult,15.493220329284668
638,PSE,98.50679016,2016,male,adult,16.921260833740234
639,PSE,98.52600861,2017,male,adult,16.075439453125
640,PSE,98.65782166,2018,male,adult,17.788660049438477
641,PSE,98.80442047,2019,male,adult,17.71245002746582
645,PAN,92.54792786,2000,male,adult,19.831939697265625
647,PAN,95.96893311,2018,male,adult,8.681099891662598
648,PAN,96.14089966,2019,male,adult,10.090270042419434
653,PRY,95.71237946,2007,male,adult,19.424720764160156
656,PRY,94.8131485,2010,male,adult,18.762409210205078
658,PRY,95.6661911,2013,male,adult,9.598620414733887
659,PRY,95.87412262,2014,male,adult,10.27560043334961
660,PRY,96.25430298,2015,male,adult,12.289420127868652
662,PRY,94.51148224,2018,male,adult,11.965800285339355
663,PRY,93.78816986,2019,male,adult,11.94795036315918
664,PRY,94.92147064,2020,male,adult,9.843669891357422
667,PER,93.46070099,2004,male,adult,15.273850440979004
668,PER,93.7183075,2005,male,adult,14.278519630432129
669,PER,94.22582245,2006,male,adult,14.035300254821777
670,PER,94.85703278,2007,male,adult,14.141770362854004
671,PER,96.95012665,2012,male,adult,14.369070053100586
672,PER,96.94898224,2014,male,adult,16.219890594482422
673,PER,97.10637665,2015,male,adult,17.574859619140625
674,PER,97.1884613,2016,male,adult,17.870100021362305
675,PER,97.03974152,2017,male,adult,18.235919952392578
676,PER,97.12136841,2018,male,adult,17.131410598754883
677,PER,96.98989105,2020,male,adult,15.958800315856934
681,PHL,92.54499817,2000,male,adult,15.20676040649414
682,PHL,91.63449097,2003,male,adult,14.380220413208008
683,PHL,95.01213074,2008,male,adult,14.44198989868164
685,PHL,98.12325287,2015,male,adult,16.016220092773438
686,PHL,95.70572662,2019,male,adult,17.483240127563477
689,POL,99.27516937,1998,male,adult,11.278809547424316
690,POL,99.27516937,2008,male,adult,11.451310157775879
692,PRT,91.58705902,1991,male,adult,11.018850326538086
693,PRT,96.2855835,2011,male,adult,10.242019653320312
694,PRT,97.35362244,2018,male,adult,10.812060356140137
701,QAT,86.73982239,2004,male,adult,12.053130149841309
703,QAT,91.43579102,2008,male,adult,15.055520057678223
704,QAT,91.36682129,2009,male,adult,14.835650444030762
705,QAT,91.74861908,2010,male,adult,13.817270278930664
706,QAT,91.65413666,2011,male,adult,13.106849670410156
707,QAT,89.9982605,2012,male,adult,12.307939529418945
708,QAT,90.34342957,2013,male,adult,13.148340225219727
709,QAT,91.04651642,2014,male,adult,12.742839813232422
711,QAT,93.14446259,2017,male,adult,8.560850143432617
713,ROU,98.40440369,2002,male,adult,10.92234992980957
714,ROU,99.0342865,2011,male,adult,8.329779624938965
715,ROU,99.10800934,2018,male,adult,10.460960388183594
717,RUS,99.69407654,2002,male,adult,10.583840370178223
719,RUS,99.72515869,2018,male,adult,14.341079711914062
721,RWA,71.41938019,2000,male,adult,18.835329055786133
722,RWA,71.13053894,2010,male,adult,17.548059463500977
723,RWA,72.4451828,2012,male,adult,15.815469741821289
724,RWA,76.14972687,2014,male,adult,13.734319686889648
725,RWA,77.55879974,2018,male,adult,10.804610252380371
728,WSM,98.95609283,2018,male,adult,14.847029685974121
732,STP,80.33023834,2008,male,adult,18.24863052368164
733,STP,94.95616913,2012,male,adult,13.721619606018066
734,STP,96.16268158,2018,male,adult,20.116540908813477
735,SAU,79.96852875,1992,male,adult,14.72169017791748
736,SAU,87.06076813,2000,male,adult,17.836589813232422
737,SAU,87.53204346,2004,male,adult,20.18865966796875
742,SEN,51.05152893,2002,male,adult,16.721920013427734
743,SEN,52.25848007,2006,male,adult,17.954639434814453
744,SEN,59.78427124,2009,male,adult,23.30044937133789
745,SEN,66.03601074,2011,male,adult,21.08696937561035
746,SEN,53.9004097,2013,male,adult,25.74234962463379
747,SEN,64.81227875,2017,male,adult,20.58926010131836
749,SRB,99.26464081,2011,male,adult,10.179570198059082
750,SRB,99.49970245,2016,male,adult,8.69299030303955
751,SRB,99.87580872,2019,male,adult,8.604599952697754
753,SYC,87.01515961,1994,male,adult,14.971659660339355
754,SYC,91.40731812,2002,male,adult,9.220159530639648
755,SYC,93.46392059,2010,male,adult,10.8643798828125
756,SYC,95.41175842,2018,male,adult,11.827179908752441
757,SLE,46.65428925,2004,male,adult,17.148799896240234
758,SLE,41.33216858,2013,male,adult,15.202309608459473
759,SLE,51.6468811,2018,male,adult,32.72782897949219
762,SGP,96.56510162,2000,male,adult,20.305530548095703
763,SGP,98.03713989,2010,male,adult,18.57172966003418
764,SGP,98.39283752,2011,male,adult,28.861839294433594
765,SGP,98.46945953,2012,male,adult,31.371749877929688
766,SGP,98.5425415,2013,male,adult,28.839149475097656
774,SVN,99.69000244,2004,male,adult,12.10531997680664
775,SVN,99.69000244,2014,male,adult,10.408149719238281
777,SLB,83.69999695,2009,male,adult,16.45326042175293
781,ZAF,90.71759033,2007,male,adult,18.027069091796875
782,ZAF,94.12145996,2009,male,adult,18.306259155273438
783,ZAF,94.14385223,2010,male,adult,18.044370651245117
784,ZAF,94.24508667,2011,male,adult,18.70155906677246
785,ZAF,94.96372223,2012,male,adult,19.682710647583008
786,ZAF,95.28684998,2014,male,adult,18.989160537719727
787,ZAF,95.39653015,2015,male,adult,18.699350357055664
788,ZAF,87.67774963,2017,male,adult,18.719289779663086
789,ZAF,95.54537201,2019,male,adult,19.596229553222656
792,SSD,40.26480865,2018,male,adult,0.8670300245285034
794,ESP,98.03549194,1991,male,adult,10.031940460205078
795,ESP,98.14391327,2004,male,adult,10.711270332336426
796,ESP,98.61746979,2005,male,adult,10.769760131835938
797,ESP,98.56102753,2006,male,adult,10.887829780578613
798,ESP,98.633461,2007,male,adult,10.836939811706543
799,ESP,98.40229797,2008,male,adult,10.926079750061035
800,ESP,98.46193695,2009,male,adult,10.624979972839355
801,ESP,98.52571106,2010,male,adult,10.548810005187988
802,ESP,98.53618622,2011,male,adult,10.609809875488281
803,ESP,98.60652924,2012,male,adult,9.185660362243652
804,ESP,98.74874878,2013,male,adult,9.493339538574219
805,ESP,98.73126984,2014,male,adult,9.538860321044922
806,ESP,98.77088928,2015,male,adult,9.766460418701172
807,ESP,98.83596802,2016,male,adult,9.961039543151855
808,ESP,98.92539215,2018,male,adult,10.030329704284668
814,LKA,92.57846832,2010,male,adult,8.605660438537598
815,LKA,93.45588684,2016,male,adult,17.728759765625
816,LKA,92.98055267,2017,male,adult,14.499759674072266
817,LKA,92.77292633,2018,male,adult,11.330900192260742
819,SDN,71.58101654,2000,male,adult,9.116889953613281
820,SDN,59.79824829,2008,male,adult,9.392780303955078
826,SUR,96.07404327,2018,male,adult,14.724169731140137
828,SYR,91.02857208,2002,male,adult,16.82607078552246
829,SYR,87.75814056,2004,male,adult,17.14539909362793
831,TJK,99.68399048,2000,male,adult,12.025139808654785
835,TZA,75.46779633,2010,male,adult,19.64801025390625
839,THA,94.90157318,2000,male,adult,28.388599395751953
840,THA,95.60024261,2005,male,adult,20.54681968688965
841,THA,96.43502045,2010,male,adult,16.222620010375977
842,THA,95.25125885,2013,male,adult,19.125930786132812
