report_id,country_code,rate,year,gender,age
512,MUS,94.65241241,2012,male,adult
513,MUS,94.03688812,2013,male,adult
514,MUS,94.76538086,2014,male,adult
515,MUS,94.86116791,2015,male,adult
516,MUS,95.43585968,2016,male,adult
517,MUS,93.35735321,2018,male,adult
518,MEX,86.24265289,1980,male,adult
519,MEX,90.34739685,1990,male,adult
520,MEX,92.55937195,2000,male,adult
521,MEX,91.99780273,2002,male,adult
522,MEX,92.44960785,2004,male,adult
523,MEX,93.1904068,2005,male,adult
524,MEX,93.90119934,2006,male,adult
525,MEX,94.44151306,2007,male,adult
526,MEX,94.59216309,2008,male,adult
527,MEX,94.91657257,2009,male,adult
528,MEX,94.38394165,2010,male,adult
529,MEX,94.78276825,2011,male,adult
530,MEX,95.39163208,2012,male,adult
531,MEX,95.11210632,2013,male,adult
532,MEX,95.62046814,2014,male,adult
533,MEX,95.54933167,2015,male,adult
534,MEX,95.84481812,2016,male,adult
535,MEX,95.87236786,2017,male,adult
536,MEX,96.23290253,2018,male,adult
537,MEX,96.05874634,2020,male,adult
538,MDA,98.61405182,1989,male,adult
539,MDA,97.97762299,2000,male,adult
540,MDA,99.60201263,2014,male,adult
541,MNG,98.01677704,2000,male,adult
542,MNG,98.17469788,2010,male,adult
543,MNG,98.18601227,2018,male,adult
544,MNG,99.12138367,2020,male,adult
545,MNE,96.32053375,1981,male,adult
546,MNE,89.28208923,1991,male,adult
547,MNE,99.30319214,2003,male,adult
548,MNE,99.43121338,2011,male,adult
549,MNE,99.45046997,2018,male,adult
550,MAR,43.7143898,1982,male,adult
551,MAR,55.15517044,1994,male,adult
552,MAR,65.70675659,2004,male,adult
553,MAR,68.36585999,2008,male,adult
554,MAR,68.9176178,2009,male,adult
555,MAR,76.07357788,2011,male,adult
556,MAR,80.38336182,2012,male,adult
557,MAR,75.36726379,2014,male,adult
558,MAR,83.30135345,2018,male,adult
559,MOZ,43.77833176,1980,male,adult
560,MOZ,54.81887817,1997,male,adult
561,MOZ,65.57710266,2003,male,adult
562,MOZ,67.35469818,2009,male,adult
563,MOZ,70.75839233,2015,male,adult
564,MOZ,72.59944916,2017,male,adult
565,MMR,85.7883606,1983,male,adult
566,MMR,93.924263,2000,male,adult
567,MMR,80.01158905,2016,male,adult
568,MMR,92.39292908,2019,male,adult
569,NAM,77.80812073,1991,male,adult
570,NAM,86.55522919,2001,male,adult
571,NAM,74.32834625,2007,male,adult
572,NAM,88.63123322,2011,male,adult
573,NAM,91.62741852,2018,male,adult
574,NPL,31.67275047,1981,male,adult
575,NPL,49.22002029,1991,male,adult
576,NPL,62.70801163,2001,male,adult
577,NPL,71.70838165,2011,male,adult
578,NPL,78.59133911,2018,male,adult
579,NCL,92.19094086,1976,male,adult
580,NCL,94.04418945,1989,male,adult
581,NCL,96.78476715,1996,male,adult
582,NCL,98.13999939,2014,male,adult
583,NIC,76.76049042,2001,male,adult
584,NIC,78.09642792,2005,male,adult
585,NIC,82.43855286,2015,male,adult
586,NER,19.64006042,2001,male,adult
587,NER,42.92736816,2005,male,adult
588,NER,39.05868912,2012,male,adult
589,NER,43.59405899,2018,male,adult
590,NGA,67.65373993,1991,male,adult
591,NGA,66.76743317,2003,male,adult
592,NGA,76.13186646,2006,male,adult
593,NGA,61.25405121,2008,male,adult
594,NGA,71.25570679,2018,male,adult
595,PRK,99.99887848,2008,male,adult
596,MKD,97.23235321,1994,male,adult
597,MKD,98.21278381,2002,male,adult
598,MKD,98.80999756,2014,male,adult
599,MKD,99.11786652,2020,male,adult
600,OMN,86.86234283,2003,male,adult
