report_id,country_code,rate,age
704,QAT,91.36682129,adult
705,QAT,91.74861908,adult
706,QAT,91.65413666,adult
707,QAT,89.9982605,adult
708,QAT,90.34342957,adult
709,QAT,91.04651642,adult
710,QAT,92.88156128,adult
711,QAT,93.14446259,adult
712,ROU,98.53202057,adult
713,ROU,98.40440369,adult
714,ROU,99.0342865,adult
715,ROU,99.10800934,adult
716,RUS,99.45623779,adult
717,RUS,99.69407654,adult
718,RUS,99.72830963,adult
719,RUS,99.72515869,adult
720,RWA,50.82326126,adult
721,RWA,71.41938019,adult
722,RWA,71.13053894,adult
723,RWA,72.4451828,adult
724,RWA,76.14972687,adult
725,RWA,77.55879974,adult
726,WSM,98.41568756,adult
727,WSM,98.88191986,adult
728,WSM,98.95609283,adult
729,STP,73.14115143,adult
730,STP,85.24964142,adult
731,STP,92.23467255,adult
732,STP,80.33023834,adult
733,STP,94.95616913,adult
734,STP,96.16268158,adult
735,SAU,79.96852875,adult
736,SAU,87.06076813,adult
737,SAU,87.53204346,adult
738,SAU,96.53143311,adult
739,SAU,97.10370636,adult
740,SAU,98.62293243,adult
741,SEN,36.90288162,adult
742,SEN,51.05152893,adult
743,SEN,52.25848007,adult
744,SEN,59.78427124,adult
745,SEN,66.03601074,adult
746,SEN,53.9004097,adult
747,SEN,64.81227875,adult
748,SRB,98.90718079,adult
749,SRB,99.26464081,adult
750,SRB,99.49970245,adult
751,SRB,99.87580872,adult
752,SYC,82.93166351,adult
753,SYC,87.01515961,adult
754,SYC,91.40731812,adult
755,SYC,93.46392059,adult
756,SYC,95.41175842,adult
757,SLE,46.65428925,adult
758,SLE,41.33216858,adult
759,SLE,51.6468811,adult
760,SGP,91.56623077,adult
761,SGP,95.09316254,adult
762,SGP,96.56510162,adult
763,SGP,98.03713989,adult
764,SGP,98.39283752,adult
765,SGP,98.46945953,adult
766,SGP,98.5425415,adult
767,SGP,98.60901642,adult
768,SGP,98.55957031,adult
769,SGP,98.73446655,adult
770,SGP,98.79692078,adult
771,SGP,98.85089874,adult
772,SGP,98.90351868,adult
773,SVN,99.60208893,adult
774,SVN,99.69000244,adult
775,SVN,99.69000244,adult
776,SLB,83.69999695,adult
777,SLB,83.69999695,adult
778,SOM,7.198440075,adult
779,ZAF,77.52559662,adult
780,ZAF,84.07138062,adult
781,ZAF,90.71759033,adult
782,ZAF,94.12145996,adult
783,ZAF,94.14385223,adult
784,ZAF,94.24508667,adult
785,ZAF,94.96372223,adult
786,ZAF,95.28684998,adult
787,ZAF,95.39653015,adult
788,ZAF,87.67774963,adult
789,ZAF,95.54537201,adult
790,KOR,98.31552124,adult
791,SSD,34.83692932,adult
792,SSD,40.26480865,adult
793,ESP,95.8975296,adult
794,ESP,98.03549194,adult
795,ESP,98.14391327,adult
796,ESP,98.61746979,adult
797,ESP,98.56102753,adult
798,ESP,98.633461,adult
799,ESP,98.40229797,adult
800,ESP,98.46193695,adult
801,ESP,98.52571106,adult
802,ESP,98.53618622,adult
803,ESP,98.60652924,adult
804,ESP,98.74874878,adult
805,ESP,98.73126984,adult
806,ESP,98.77088928,adult
807,ESP,98.83596802,adult
808,ESP,98.92539215,adult
809,ESP,99.02506256,adult
810,LKA,91.3483963,adult
811,LKA,92.27020264,adult
812,LKA,92.71365356,adult
813,LKA,92.243927,adult
814,LKA,92.57846832,adult
815,LKA,93.45588684,adult
816,LKA,92.98055267,adult
817,LKA,92.77292633,adult
818,LKA,93.03135681,adult
819,SDN,71.58101654,adult
820,SDN,59.79824829,adult
821,SDN,65.43515015,adult
822,SUR,92.0163269,adult
823,SUR,95.49294281,adult
824,SUR,95.36479187,adult
825,SUR,94.86987305,adult
826,SUR,96.07404327,adult
827,SYR,73.58422089,adult
828,SYR,91.02857208,adult
829,SYR,87.75814056,adult
830,TJK,98.79109192,adult
831,TJK,99.68399048,adult
832,TJK,99.81999969,adult
833,TZA,71.3657074,adult
834,TZA,77.50640106,adult
835,TZA,75.46779633,adult
836,TZA,83.37769318,adult
837,TZA,83.20484924,adult
838,THA,92.21295929,adult
839,THA,94.90157318,adult
840,THA,95.60024261,adult
841,THA,96.43502045,adult
842,THA,95.25125885,adult
843,THA,94.65911865,adult
844,THA,95.20239258,adult
845,TLS,45.29999924,adult
846,TLS,58.5,adult
847,TLS,63.59178925,adult
848,TLS,71.86872101,adult
849,TGO,68.72573853,adult
850,TGO,70.2702713,adult
851,TGO,71.16635132,adult
852,TGO,74.05682373,adult
853,TGO,77.25942993,adult
854,TGO,79.99169159,adult
855,TON,99.65866089,adult
856,TON,98.83406067,adult
857,TON,98.95388031,adult
858,TON,99.33509827,adult
859,TON,99.35098267,adult
860,TTO,96.52153015,adult
861,TTO,98.00980377,adult
862,TTO,98.75,adult
863,TTO,99.13999939,adult
864,TUN,60.40723038,adult
865,TUN,83.38509369,adult
866,TUN,86.05368042,adult
867,TUN,86.37580872,adult
868,TUN,87.37573242,adult
869,TUN,87.76075745,adult
870,TUN,88.47577667,adult
871,TUN,86.06011963,adult
872,TUR,77.50393677,adult
873,TUR,81.44944,adult
874,TUR,87.61972046,adult
875,TUR,89.84703064,adult
876,TUR,95.27349091,adult
877,TUR,96.00061798,adult
878,TUR,95.99562073,adult
879,TUR,96.20185852,adult
880,TUR,96.37770844,adult
881,TUR,97.29981232,adult
882,TUR,97.93498993,adult
883,TUR,98.26290131,adult
884,TUR,98.40136719,adult
885,TUR,98.49678802,adult
886,TUR,98.57562256,adult
887,TUR,98.77583313,adult
888,TUR,98.81996155,adult
889,TUR,99.07530975,adult
890,TKM,99.32498169,adult
891,TKM,99.75,adult
892,UGA,68.1980896,adult
893,UGA,78.30402374,adult
894,UGA,81.38858795,adult
895,UGA,82.63139343,adult
896,UGA,79.12303925,adult
897,UGA,82.65601349,adult
898,UKR,99.74343109,adult
899,UKR,99.99394226,adult
900,ARE,58.3861084,adult
901,ARE,72.27427673,adult
902,ARE,89.48210144,adult
903,ARE,98.02413177,adult
904,URY,93.38825989,adult
905,URY,94.83361053,adult
906,URY,96.24452972,adult
907,URY,97.44477844,adult
908,URY,97.42169189,adult
909,URY,97.83128357,adult
910,URY,97.97241974,adult
911,URY,97.61016846,adult
912,URY,98.02310944,adult
913,URY,98.10397339,adult
914,URY,98.06342316,adult
915,URY,98.02507019,adult
916,URY,98.1459198,adult
917,URY,98.24452972,adult
918,URY,98.23419189,adult
919,URY,98.37136078,adult
920,URY,98.4809494,adult
921,UZB,99.16443634,adult
922,UZB,99.99382782,adult
923,UZB,99.98519135,adult
924,UZB,99.99204254,adult
925,UZB,99.99487305,adult
926,UZB,99.99997711,adult
927,UZB,99.99994659,adult
928,VUT,57.33509827,adult
929,VUT,62.31000137,adult
930,VUT,71.76999664,adult
931,VUT,80.48000336,adult
932,VUT,86.18000031,adult
933,VUT,88.30635071,adult
934,VEN,86.48932648,adult
935,VEN,90.6725235,adult
936,VEN,93.25744629,adult
